XR_004936710.1	Gm26206	Gm26206
NR_045145.1	AA536875	AA536875
NR_045143.1	AA536875	AA536875
NR_045144.1	AA536875	AA536875
XM_030247866.2	Nalcn	Nalcn
XM_011245094.4	Nalcn	Nalcn
XM_036158686.1	Nalcn	Nalcn
XM_036158685.1	Nalcn	Nalcn
XM_036158684.1	Nalcn	Nalcn
XM_036158682.1	Nalcn	Nalcn
XM_036158683.1	Nalcn	Nalcn
XM_036158681.1	Nalcn	Nalcn
NM_177393.4	Nalcn	Nalcn
XM_017316066.3	Nalcn	Nalcn
XR_001781479.3	Gm46490	Gm46490
XM_006518921.5	Itgbl1	Itgbl1
NM_145467.2	Itgbl1	Itgbl1
XR_004938734.1	Gm25272	Gm25272
NM_207667.4	Fgf14	Fgf14
NM_010201.5	Fgf14	Fgf14
XM_017315845.2	Fgf14	Fgf14
XM_011244952.4	Fgf14	Fgf14
XM_006518549.5	Fgf14	Fgf14
NR_045479.1	1700024B18Rik	1700024B18Rik
XR_004938575.1	Gm53849	Gm53849
XR_001783117.2	Gm53184	Gm53184
XR_001783119.1	Gm53184	Gm53184
XR_001783118.1	Gm53184	Gm53184
XR_001783116.1	Gm53184	Gm53184
XR_874996.4	Gm30057	Gm30057
XR_874997.4	Gm30057	Gm30057
NM_001042613.2	Selenop	Selenop
NM_001042614.2	Selenop	Selenop
NM_009155.4	Selenop	Selenop
XM_036159046.1	Ccdc152	Ccdc152
XM_036159043.1	Ccdc152	Ccdc152
XM_036159047.1	Ccdc152	Ccdc152
XM_036159045.1	Ccdc152	Ccdc152
XM_030248253.2	Ccdc152	Ccdc152
NM_001357801.2	Ccdc152	Ccdc152
NM_001166063.3	Ccdc152	Ccdc152
XR_004938923.1	Gm41254	Gm41254
XR_003951533.2	Gm41254	Gm41254
XR_003951532.2	Gm41254	Gm41254
XR_003951534.2	Gm41254	Gm41254
NM_010284.3	Ghr	Ghr
NM_001286370.1	Ghr	Ghr
NM_001048178.2	Ghr	Ghr
XR_004939106.1	Gm22031	Gm22031
XR_875001.1	Gm41255	Gm41255
NM_134099.2	Fbxo4	Fbxo4
NM_145930.3	Rimoc1	Rimoc1
NR_045740.1	Gm2093	Gm2093
NR_028266.1	Oxct1as	Oxct1as
NM_024188.6	Oxct1	Oxct1
NM_177355.3	Plcxd3	Plcxd3
XM_006519959.4	C6	C6
XM_006519958.1	C6	C6
XM_006519957.4	C6	C6
NM_016704.2	C6	C6
XM_030248514.1	Mroh2b	Mroh2b
XM_006519981.5	Mroh2b	Mroh2b
NM_001166066.1	Mroh2b	Mroh2b
XM_030248274.1	C7	C7
XM_030248275.2	C7	C7
NM_001243837.2	C7	C7
XR_004939128.1	Gm25652	Gm25652
XM_006519987.5	Card6	Card6
XM_030248533.1	Card6	Card6
NM_001163138.1	Card6	Card6
NM_026069.4	Rpl37	Rpl37
NR_028091.1	Snord72	Snord72
XR_875002.2	Gm41256	Gm41256
XM_036159053.1	Prkaa1	Prkaa1
NM_001013367.3	Prkaa1	Prkaa1
NM_001355640.1	Prkaa1	Prkaa1
XR_004938924.1	Gm15938	Gm15938
NM_001355620.1	Ttc33	Ttc33
NM_001355621.1	Ttc33	Ttc33
NM_026213.3	Ttc33	Ttc33
XM_030248716.1	Ttc33	Ttc33
NM_008965.2	Ptger4	Ptger4
NM_001136079.2	Ptger4	Ptger4
XR_875007.2	Gm41257	Gm41257
XR_875006.2	Gm41257	Gm41257
XR_875005.2	Gm41257	Gm41257
XR_875004.2	Gm41257	Gm41257
NR_045274.2	5430437J10Rik	5430437J10Rik
XR_875008.3	Gm41258	Gm41258
NR_155429.1	Gm41259	Gm41259
NR_155428.1	Gm41259	Gm41259
XR_004939085.1	Gm23139	Gm23139
XM_011245324.1	Dab2	Dab2
NM_001008702.2	Dab2	Dab2
XM_030248313.2	Dab2	Dab2
XM_017316424.3	Dab2	Dab2
XM_030248312.2	Dab2	Dab2
NM_023118.5	Dab2	Dab2
NM_001037905.3	Dab2	Dab2
NM_001310446.1	Dab2	Dab2
NM_001102400.1	Dab2	Dab2
NR_168062.1	Gm16311	Gm16311
NR_168061.1	Gm16311	Gm16311
NM_001368421.1	C9	C9
NM_013485.3	C9	C9
NM_001368420.1	C9	C9
XM_011245328.3	Fyb1	Fyb1
XM_011245329.3	Fyb1	Fyb1
XM_006519982.2	Fyb1	Fyb1
XM_006519985.2	Fyb1	Fyb1
XM_036159389.1	Fyb1	Fyb1
XM_006519983.4	Fyb1	Fyb1
NM_011815.5	Fyb1	Fyb1
NM_001278269.1	Fyb1	Fyb1
XM_006519986.1	Fyb1	Fyb1
NR_155272.1	Gm2245	Gm2245
XR_004938879.1	Rictor	Rictor
XM_006520003.2	Rictor	Rictor
XM_036159639.1	Rictor	Rictor
NM_030168.3	Rictor	Rictor
XR_004938925.1	Gm53882	Gm53882
XR_004938926.1	Gm53882	Gm53882
XR_004938808.1	Osmr	Osmr
XM_036159232.1	Osmr	Osmr
XM_006519973.5	Osmr	Osmr
XM_030248385.2	Osmr	Osmr
NM_001310469.2	Osmr	Osmr
NM_011019.4	Osmr	Osmr
XR_004938927.1	Gm41261	Gm41261
XR_004938928.1	Gm41261	Gm41261
XR_004938929.1	Gm30559	Gm30559
XR_383811.3	Gm30559	Gm30559
XR_383809.4	Gm30559	Gm30559
XR_383812.1	Gm30663	Gm30663
XR_383813.1	Gm30663	Gm30663
XR_383814.3	Gm30663	Gm30663
XR_383819.1	Gm30971	Gm30971
XM_006519969.4	Lifr	Lifr
XM_006519970.5	Lifr	Lifr
NM_001358593.1	Lifr	Lifr
NM_001113386.1	Lifr	Lifr
XM_006519971.2	Lifr	Lifr
NM_013584.2	Lifr	Lifr
XM_011245326.4	Lifr	Lifr
NR_184054.1	Egflam	Egflam
NM_001416494.1	Egflam	Egflam
NM_001416487.1	Egflam	Egflam
NM_001416493.1	Egflam	Egflam
NM_001416492.1	Egflam	Egflam
NM_001416491.1	Egflam	Egflam
NM_001416489.1	Egflam	Egflam
NM_001416496.1	Egflam	Egflam
NM_001416495.1	Egflam	Egflam
NM_001416486.1	Egflam	Egflam
NM_178748.7	Egflam	Egflam
NM_001289496.2	Egflam	Egflam
NM_001416490.1	Egflam	Egflam
NM_001289498.1	Egflam	Egflam
NM_001416488.1	Egflam	Egflam
XM_036159432.1	Egflam	Egflam
XM_036159431.1	Egflam	Egflam
XR_875019.1	Gm41263	Gm41263
XR_875018.1	Gm41263	Gm41263
XR_875020.3	Gm41263	Gm41263
XR_001781710.1	Gm41262	Gm41262
XR_001781591.1	Gm41264	Gm41264
XR_875021.1	Gm41264	Gm41264
NM_010275.3	Gdnf	Gdnf
NM_001301332.1	Gdnf	Gdnf
NM_001301333.1	Gdnf	Gdnf
NM_001301357.1	Gdnf	Gdnf
XM_036159521.1	Wdr70	Wdr70
NM_001081402.1	Wdr70	Wdr70
XM_017316701.2	Wdr70	Wdr70
NM_001358788.1	Wdr70	Wdr70
XR_003951358.2	Nup155	Nup155
NM_133227.3	Nup155	Nup155
XR_004938875.1	Cplane1	Cplane1
XM_006519999.4	Cplane1	Cplane1
XM_006520000.4	Cplane1	Cplane1
XM_030248795.2	Cplane1	Cplane1
XM_006519998.4	Cplane1	Cplane1
XM_036159618.1	Cplane1	Cplane1
XM_030248797.2	Cplane1	Cplane1
XM_006520001.4	Cplane1	Cplane1
XM_006520002.4	Cplane1	Cplane1
XM_011245336.4	Cplane1	Cplane1
XM_011245335.3	Cplane1	Cplane1
XM_030248798.2	Cplane1	Cplane1
XM_030248799.2	Cplane1	Cplane1
XM_030248796.2	Cplane1	Cplane1
XM_036159619.1	Cplane1	Cplane1
XM_006519997.4	Cplane1	Cplane1
XM_030248801.2	Cplane1	Cplane1
NM_001162906.2	Cplane1	Cplane1
XM_036159616.1	Cplane1	Cplane1
XM_036159617.1	Cplane1	Cplane1
XM_036159682.1	Gm46494	Gm46494
XR_004939124.1	Gm24144	Gm24144
XR_875023.3	Gm41265	Gm41265
XR_004938871.1	Nipbl	Nipbl
NM_027707.3	Nipbl	Nipbl
NM_201232.2	Nipbl	Nipbl
XM_006519994.4	Nipbl	Nipbl
XM_006519995.2	Nipbl	Nipbl
XM_006519996.5	Nipbl	Nipbl
XM_017316813.1	LOC102634078	LOC102634078
NR_168064.1	Gm31282	Gm31282
XR_003951627.1	Gm49249	Gm49249
XR_001781606.1	Gm46508	Gm46508
NM_148938.3	Slc1a3	Slc1a3
XM_036159289.1	Slc1a3	Slc1a3
XR_004938930.1	Gm57815	Gm57815
XR_383822.3	Gm31340	Gm31340
XR_875029.4	Gm31340	Gm31340
XM_036159318.1	Ranbp3l	Ranbp3l
XM_036159319.1	Ranbp3l	Ranbp3l
XM_036159320.1	Ranbp3l	Ranbp3l
NM_198024.2	Ranbp3l	Ranbp3l
XM_036159321.1	Ranbp3l	Ranbp3l
XR_004938931.1	Gm53883	Gm53883
NM_001085410.2	Nadk2	Nadk2
NM_001040395.4	Nadk2	Nadk2
NM_001286255.1	Nadk2	Nadk2
NM_001286253.1	Nadk2	Nadk2
NM_001285980.1	Skp2	Skp2
XM_011245359.3	Skp2	Skp2
NM_013787.3	Skp2	Skp2
NR_184843.1	Lmbrd2	Lmbrd2
NM_177178.4	Lmbrd2	Lmbrd2
NM_001418874.1	Lmbrd2	Lmbrd2
NM_001418870.1	Lmbrd2	Lmbrd2
XM_006520092.5	Lmbrd2	Lmbrd2
NM_001418875.1	Lmbrd2	Lmbrd2
XM_006520012.4	Ugt3a1	Ugt3a1
XM_006520011.3	Ugt3a1	Ugt3a1
NM_207216.2	Ugt3a1	Ugt3a1
NM_144845.4	Ugt3a2	Ugt3a2
NM_001416410.1	Ugt3a2	Ugt3a2
NM_001416411.1	Ugt3a2	Ugt3a2
NM_029341.2	Capsl	Capsl
NM_001418759.1	Capsl	Capsl
XM_006520185.2	Capsl	Capsl
XR_003951356.2	Il7r	Il7r
XM_036159168.1	Il7r	Il7r
XM_036159169.1	Il7r	Il7r
NM_001355680.1	Il7r	Il7r
NM_008372.4	Il7r	Il7r
NM_001305042.1	Spef2	Spef2
XM_017316668.1	Spef2	Spef2
XM_017316667.1	Spef2	Spef2
NM_177123.4	Spef2	Spef2
NM_001305044.1	Spef2	Spef2
XR_383824.4	Prlr	Prlr
NM_011169.5	Prlr	Prlr
XM_030248425.1	Prlr	Prlr
XM_006520035.1	Prlr	Prlr
XM_006520034.3	Prlr	Prlr
XM_006520038.2	Prlr	Prlr
NM_001253781.1	Prlr	Prlr
XM_036159267.1	Prlr	Prlr
XM_006520036.1	Prlr	Prlr
XM_006520037.4	Prlr	Prlr
NM_001253782.2	Prlr	Prlr
XR_875035.3	Gm41268	Gm41268
XR_875036.1	Gm41269	Gm41269
XM_006520069.4	Agxt2	Agxt2
NM_001310735.1	Agxt2	Agxt2
NM_001310736.1	Agxt2	Agxt2
XM_006520070.4	Agxt2	Agxt2
NM_001031851.1	Agxt2	Agxt2
XM_036159433.1	Agxt2	Agxt2
XR_003951641.2	Gm52213	Gm52213
XM_017316801.3	Dnajc21	Dnajc21
NM_030046.3	Dnajc21	Dnajc21
XM_036159635.1	Dnajc21	Dnajc21
XM_036159634.1	Dnajc21	Dnajc21
NM_026396.3	Brix1	Brix1
NM_001289448.1	Rad1	Rad1
NM_011232.4	Rad1	Rad1
NM_001411710.1	Rad1	Rad1
NM_001289447.2	Rad1	Rad1
XM_030248814.2	Ttc23l	Ttc23l
NM_001374772.1	Ttc23l	Ttc23l
NM_001378877.1	Ttc23l	Ttc23l
NM_029430.1	Ttc23l	Ttc23l
XM_017316786.3	Ttc23l	Ttc23l
NM_001378878.1	Ttc23l	Ttc23l
XM_006520187.2	Rai14	Rai14
XM_030248808.1	Rai14	Rai14
XM_006520188.5	Rai14	Rai14
XM_006520190.4	Rai14	Rai14
XM_006520192.4	Rai14	Rai14
XM_017316775.2	Rai14	Rai14
NM_001166408.2	Rai14	Rai14
NM_001356534.2	Rai14	Rai14
NM_030690.4	Rai14	Rai14
NR_033541.1	Gm10389	Gm10389
XR_004938932.1	Gm52214	Gm52214
NR_045063.1	4930556M19Rik	4930556M19Rik
NR_045064.1	4930556M19Rik	4930556M19Rik
NR_045065.1	4930556M19Rik	4930556M19Rik
NR_040357.1	Gm19276	Gm19276
XR_383838.4	Gm34315	Gm34315
XR_875038.2	Gm34315	Gm34315
NM_030888.4	C1qtnf3	C1qtnf3
NM_001204134.1	C1qtnf3	C1qtnf3
XR_003951471.1	Gm52174	Gm52174
NR_177236.1	Amacr	Amacr
NM_008537.5	Amacr	Amacr
NM_053077.3	Slc45a2	Slc45a2
NM_178717.3	Rxfp3	Rxfp3
XR_004938933.1	Gm53884	Gm53884
XM_036159390.1	Adamts12	Adamts12
XM_036159391.1	Adamts12	Adamts12
NM_175501.3	Adamts12	Adamts12
XM_036159392.1	Adamts12	Adamts12
XR_383839.2	Gm34444	Gm34444
XR_004939101.1	Gm24844	Gm24844
NM_033074.3	Tars1	Tars1
XR_875039.1	Gm41271	Gm41271
XR_875040.1	Gm41272	Gm41272
XR_383840.4	Gm34501	Gm34501
NM_001411434.1	Npr3	Npr3
NM_001411435.1	Npr3	Npr3
NM_001286395.2	Npr3	Npr3
XM_030248376.1	Npr3	Npr3
NM_001039181.2	Npr3	Npr3
NM_008728.3	Npr3	Npr3
XM_006520031.4	Npr3	Npr3
NM_001411436.1	Npr3	Npr3
NR_131059.1	Gm5144	Gm5144
XR_383841.5	Gm34618	Gm34618
XR_875041.2	Gm34618	Gm34618
NR_040447.1	1700047G03Rik	1700047G03Rik
NM_011294.4	Sub1	Sub1
NM_001411715.1	Sub1	Sub1
XR_875043.2	Gm34759	Gm34759
XR_875044.3	Gm34759	Gm34759
XR_383843.4	Gm34759	Gm34759
XR_875042.3	Gm34759	Gm34759
XR_875045.2	Gm34759	Gm34759
XR_001781521.2	Zfr	Zfr
XR_001781520.3	Zfr	Zfr
XR_001781522.3	Zfr	Zfr
XM_006520057.2	Zfr	Zfr
XM_006520059.3	Zfr	Zfr
NM_011767.2	Zfr	Zfr
NM_001358823.1	Zfr	Zfr
XM_030248530.1	Zfr	Zfr
XM_036159388.1	Zfr	Zfr
XM_006520058.4	Zfr	Zfr
XM_017316588.1	Zfr	Zfr
NR_035443.1	Mir1898	Mir1898
unassigned_transcript_2619	Mir1898	Mir1898
XR_001781539.2	Mtmr12	Mtmr12
XM_017316630.3	Mtmr12	Mtmr12
NM_172958.4	Mtmr12	Mtmr12
NM_001356498.1	Mtmr12	Mtmr12
XR_003951630.2	Gm52210	Gm52210
XM_006520143.3	Golph3	Golph3
NM_025673.2	Golph3	Golph3
XR_004938867.1	Pdzd2	Pdzd2
NM_001081064.2	Pdzd2	Pdzd2
XM_006520163.5	Pdzd2	Pdzd2
XM_006520167.4	Pdzd2	Pdzd2
XM_006520166.4	Pdzd2	Pdzd2
XM_017316735.3	Pdzd2	Pdzd2
XM_006520165.5	Pdzd2	Pdzd2
XM_006520160.5	Pdzd2	Pdzd2
XM_006520161.5	Pdzd2	Pdzd2
XM_006520164.3	Pdzd2	Pdzd2
XM_036159557.1	Pdzd2	Pdzd2
XM_006520168.5	Pdzd2	Pdzd2
XM_030248720.2	Pdzd2	Pdzd2
XM_030248721.2	Pdzd2	Pdzd2
XM_006520169.5	Pdzd2	Pdzd2
XM_030248722.2	Pdzd2	Pdzd2
XM_017316734.3	Pdzd2	Pdzd2
XM_036159558.1	Pdzd2	Pdzd2
XR_003951632.1	Gm52211	Gm52211
XR_003951631.1	Gm41273	Gm41273
XR_875048.2	Gm41274	Gm41274
XR_004938878.1	6030458C11Rik	6030458C11Rik
NM_001357761.2	6030458C11Rik	6030458C11Rik
NM_029998.4	6030458C11Rik	6030458C11Rik
XM_036159632.1	6030458C11Rik	6030458C11Rik
XM_036159633.1	6030458C11Rik	6030458C11Rik
NM_001166360.2	6030458C11Rik	6030458C11Rik
XR_383823.3	Drosha	Drosha
XM_006520021.4	Drosha	Drosha
NM_001130149.1	Drosha	Drosha
NM_026799.3	Drosha	Drosha
XM_017316421.2	Cdh6	Cdh6
XM_006520018.4	Cdh6	Cdh6
XM_036159108.1	Cdh6	Cdh6
NM_007666.4	Cdh6	Cdh6
XM_006520017.2	Cdh6	Cdh6
XM_017316420.2	Cdh6	Cdh6
XR_003951640.1	Gm35018	Gm35018
XR_875049.2	Gm35018	Gm35018
XR_001781699.2	Gm46517	Gm46517
XR_383847.1	4930557F08Rik	4930557F08Rik
XR_004939100.1	Gm25550	Gm25550
XM_036159684.1	Gm29753	Gm29753
unassigned_transcript_2620	n-TNgtt2	n-TNgtt2
XR_875051.2	Gm41276	Gm41276
XM_011245337.4	Cdh9	Cdh9
NM_009869.2	Cdh9	Cdh9
XM_006520020.4	Cdh9	Cdh9
XR_004939118.1	Gm24713	Gm24713
XR_875054.1	Gm41277	Gm41277
XR_875053.1	Gm41277	Gm41277
XR_875052.1	Gm41277	Gm41277
NR_045711.1	4921515E04Rik	4921515E04Rik
XR_383849.5	C030047K22Rik	C030047K22Rik
XR_004938934.1	C030047K22Rik	C030047K22Rik
XM_006520100.5	Cdh10	Cdh10
NM_001316758.1	Cdh10	Cdh10
NM_009865.3	Cdh10	Cdh10
NR_155419.1	Gm35496	Gm35496
XR_004938939.1	Gm53885	Gm53885
XR_004938938.1	Gm53885	Gm53885
XR_004938936.1	Gm53885	Gm53885
XR_004938935.1	Gm53885	Gm53885
XR_004938937.1	Gm53885	Gm53885
XR_004939098.1	Gm25976	Gm25976
XM_011245344.4	Cdh12	Cdh12
XM_036159314.1	Cdh12	Cdh12
XM_011245342.4	Cdh12	Cdh12
XM_011245345.4	Cdh12	Cdh12
XM_011245341.4	Cdh12	Cdh12
XM_017316546.3	Cdh12	Cdh12
XM_030248459.2	Cdh12	Cdh12
XM_011245343.4	Cdh12	Cdh12
XM_017316545.1	Cdh12	Cdh12
XM_017316547.3	Cdh12	Cdh12
XM_011245347.4	Cdh12	Cdh12
NM_001008420.3	Cdh12	Cdh12
NM_022816.2	Acot10	Acot10
XR_004939099.1	Gm25711	Gm25711
XR_004939114.1	Gm25101	Gm25101
XR_875057.1	Gm41278	Gm41278
XM_006520095.4	Cdh18	Cdh18
XM_006520096.5	Cdh18	Cdh18
XM_011245360.4	Cdh18	Cdh18
XM_006520094.5	Cdh18	Cdh18
XM_036159468.1	Cdh18	Cdh18
XM_030248609.2	Cdh18	Cdh18
XM_030248608.2	Cdh18	Cdh18
XM_030248607.2	Cdh18	Cdh18
NM_001081299.1	Cdh18	Cdh18
NM_001165971.1	Hnrnpa1l2-ps2	Hnrnpa1l2-ps2
XR_004939088.1	Gm24656	Gm24656
XR_004939079.1	Gm23980	Gm23980
XR_383853.2	Gm35827	Gm35827
XR_004938940.1	Gm53886	Gm53886
XR_004939071.1	Gm22810	Gm22810
NR_188865.1	Gm35769	Gm35769
XR_001781655.3	Gm2824	Gm2824
XR_875063.4	Gm2824	Gm2824
XR_003951495.2	Gm2824	Gm2824
XR_875061.2	Gm2824	Gm2824
XR_003951494.1	Gm2824	Gm2824
XR_003951499.1	Gm2824	Gm2824
XR_003951497.1	Gm2824	Gm2824
XR_003951498.1	Gm2824	Gm2824
XR_003951492.1	Gm2824	Gm2824
XR_003951493.2	Gm2824	Gm2824
XR_003951496.1	Gm2824	Gm2824
XR_001781651.2	Gm2824	Gm2824
XR_004938944.1	Gm35996	Gm35996
XR_004938943.1	Gm35996	Gm35996
XR_875072.1	Gm35996	Gm35996
XR_004938947.1	Gm35996	Gm35996
XR_004938946.1	Gm35996	Gm35996
XR_004938941.1	Gm35996	Gm35996
XR_004938942.1	Gm35996	Gm35996
XR_004938945.1	Gm35996	Gm35996
XR_004938948.1	Gm35996	Gm35996
XR_004938949.1	4930445E18Rik	4930445E18Rik
XR_875078.3	4930445E18Rik	4930445E18Rik
XR_875079.3	4930445E18Rik	4930445E18Rik
XR_875077.3	4930445E18Rik	4930445E18Rik
XR_875075.4	4930445E18Rik	4930445E18Rik
XR_875076.4	4930445E18Rik	4930445E18Rik
XR_875081.2	Gm36555	Gm36555
NM_027395.2	Basp1	Basp1
NR_168943.1	Gm5468	Gm5468
NR_168940.1	Gm5468	Gm5468
NR_168931.1	Gm5468	Gm5468
NR_168942.1	Gm5468	Gm5468
NR_168936.1	Gm5468	Gm5468
NR_168933.1	Gm5468	Gm5468
NR_168934.1	Gm5468	Gm5468
NR_027376.1	Gm5468	Gm5468
XR_004938950.1	Gm36642	Gm36642
NM_019472.2	Myo10	Myo10
XM_030248368.2	Myo10	Myo10
NM_001353142.1	Myo10	Myo10
XM_030248369.1	Myo10	Myo10
XM_036159219.1	Myo10	Myo10
XM_006520025.5	Myo10	Myo10
XM_006520026.5	Myo10	Myo10
NM_001353141.1	Myo10	Myo10
XM_036159536.1	Retreg1	Retreg1
NM_001034851.2	Retreg1	Retreg1
XM_036159537.1	Retreg1	Retreg1
NM_001277318.1	Retreg1	Retreg1
XM_006520134.5	Retreg1	Retreg1
NM_001277315.1	Retreg1	Retreg1
NM_025459.3	Retreg1	Retreg1
NM_001277316.1	Retreg1	Retreg1
NM_001277317.1	Retreg1	Retreg1
NR_106071.1	Mir7212	Mir7212
unassigned_transcript_2621	Mir7212	Mir7212
unassigned_transcript_2622	Mir7212	Mir7212
XR_004938951.1	Gm53887	Gm53887
XR_004938952.1	Gm53887	Gm53887
NM_144523.3	Zfp622	Zfp622
NR_155439.1	Gm41279	Gm41279
XR_004939068.1	Gm57625	Gm57625
XR_003951581.1	Gm52201	Gm52201
NM_177597.6	Marchf11	Marchf11
NM_001310774.1	Marchf11	Marchf11
XR_001781703.2	Gm36790	Gm36790
XM_006520106.5	Fbxl7	Fbxl7
NM_176959.3	Fbxl7	Fbxl7
XR_003951618.1	Gm52206	Gm52206
XR_003951617.1	Gm52205	Gm52205
XR_004939092.1	Gm23903	Gm23903
XR_004938953.1	Gm53888	Gm53888
NM_020332.4	Ank	Ank
XR_383881.5	Gm29901	Gm29901
NR_106065.1	Mir7117	Mir7117
unassigned_transcript_2623	Mir7117	Mir7117
unassigned_transcript_2624	Mir7117	Mir7117
NR_183245.1	Otulin	Otulin
NM_001416048.1	Otulin	Otulin
NM_001416043.1	Otulin	Otulin
NM_001013792.3	Otulin	Otulin
NM_001416046.1	Otulin	Otulin
NM_001416047.1	Otulin	Otulin
NM_001416045.1	Otulin	Otulin
NR_183255.1	Otulinl	Otulinl
NR_183254.1	Otulinl	Otulinl
NM_001416119.1	Otulinl	Otulinl
NM_198301.3	Otulinl	Otulinl
NM_001416118.1	Otulinl	Otulinl
NM_001242423.2	Otulinl	Otulinl
NM_001242424.2	Otulinl	Otulinl
XR_004938814.1	Trio	Trio
XR_004938815.1	Trio	Trio
XR_001781509.3	Trio	Trio
XR_001781508.3	Trio	Trio
NM_001081302.1	Trio	Trio
XM_006520051.5	Trio	Trio
XM_036159323.1	Trio	Trio
XM_006520053.5	Trio	Trio
XM_036159322.1	Trio	Trio
XM_030248467.1	Trio	Trio
XM_006520052.4	Trio	Trio
XM_006520050.5	Trio	Trio
XM_006520054.5	Trio	Trio
XM_017316825.3	Gm29975	Gm29975
XM_006520220.5	Gm29975	Gm29975
XM_006520212.5	Gm29975	Gm29975
XM_006520218.5	Gm29975	Gm29975
XM_006520217.5	Gm29975	Gm29975
XM_006520219.5	Gm29975	Gm29975
XM_017316826.3	Gm29975	Gm29975
XM_017316824.3	Gm29975	Gm29975
XM_006520208.5	Gm29975	Gm29975
XM_006520214.5	Gm29975	Gm29975
XM_006520213.5	Gm29975	Gm29975
XM_006520210.5	Gm29975	Gm29975
XM_006520211.5	Gm29975	Gm29975
XR_383891.2	Gm31458	Gm31458
XR_383889.2	Gm31458	Gm31458
XR_383890.3	Gm31458	Gm31458
XR_383892.1	Gm31458	Gm31458
XM_006520014.2	Dnah5	Dnah5
NM_133365.3	Dnah5	Dnah5
XR_383893.3	Gm31687	Gm31687
XR_875093.1	Gm41281	Gm41281
NR_039542.1	Mir3964	Mir3964
unassigned_transcript_2625	Mir3964	Mir3964
XR_004939096.1	Gm23033	Gm23033
NM_008729.3	Ctnnd2	Ctnnd2
NM_001355502.2	Ctnnd2	Ctnnd2
XM_006520033.4	Ctnnd2	Ctnnd2
XM_030248378.2	Ctnnd2	Ctnnd2
NM_001411452.1	Ctnnd2	Ctnnd2
NM_001411453.1	Ctnnd2	Ctnnd2
XR_004938884.1	Gm31953	Gm31953
XR_875096.4	Gm41284	Gm41284
XR_004939061.1	Gm24487	Gm24487
XR_383896.5	Gm31841	Gm31841
XR_004938887.1	Gm53868	Gm53868
XR_003951489.2	9630009A06Rik	9630009A06Rik
XR_004938886.1	9630009A06Rik	9630009A06Rik
XR_004938885.1	9630009A06Rik	9630009A06Rik
NR_045186.1	4930430F21Rik	4930430F21Rik
XR_383899.2	Gm32011	Gm32011
XR_875098.2	Gm32070	Gm32070
XR_383901.3	Gm32070	Gm32070
XR_004939080.1	Gm26416	Gm26416
NM_146057.3	Dap	Dap
XR_875099.3	Gm41285	Gm41285
XR_004938864.1	Ankrd33b	Ankrd33b
XM_036159549.1	Ankrd33b	Ankrd33b
NM_027496.3	Ankrd33b	Ankrd33b
NM_001357922.1	Ankrd33b	Ankrd33b
NM_001164441.1	Ankrd33b	Ankrd33b
NM_001357923.1	Ankrd33b	Ankrd33b
XM_006520155.5	Ankrd33b	Ankrd33b
NM_026153.3	Ankrd33b	Ankrd33b
XR_875100.1	Gm41286	Gm41286
NM_145852.2	Ropn1l	Ropn1l
XR_003951491.2	Gm49208	Gm49208
NM_172606.3	Marchf6	Marchf6
NM_001402879.1	Marchf6	Marchf6
XM_006520176.4	Cmbl	Cmbl
XM_030248752.2	Cmbl	Cmbl
XM_006520178.5	Cmbl	Cmbl
XM_006520177.5	Cmbl	Cmbl
NM_181588.4	Cmbl	Cmbl
NM_007637.3	Cct5	Cct5
NM_001348035.1	Cct5	Cct5
NM_001356313.1	Atpsckmt	Atpsckmt
NM_026546.3	Atpsckmt	Atpsckmt
XM_030248723.2	Atpsckmt	Atpsckmt
XR_383907.4	Gm32383	Gm32383
XR_004938888.1	Gm53869	Gm53869
XR_001781610.2	Gm32499	Gm32499
XR_875104.2	Gm32499	Gm32499
XR_001781611.2	Gm32499	Gm32499
XR_383908.3	Gm32499	Gm32499
NM_020503.3	Tas2r119	Tas2r119
NR_038186.1	Snhg18	Snhg18
NR_028575.2	Snord123	Snord123
NM_009154.2	Sema5a	Sema5a
XM_036159282.1	Sema5a	Sema5a
XM_030248431.2	Sema5a	Sema5a
XM_030248430.2	Sema5a	Sema5a
XM_036159281.1	Sema5a	Sema5a
XM_036159283.1	Sema5a	Sema5a
XM_011245340.2	Sema5a	Sema5a
XM_036159280.1	Sema5a	Sema5a
XM_006520043.5	Sema5a	Sema5a
XR_004938889.1	Gm53870	Gm53870
NR_155440.1	Gm41289	Gm41289
NR_166840.1	Gm32618	Gm32618
NM_008304.2	Sdc2	Sdc2
XR_004938890.1	Gm53871	Gm53871
XR_875112.2	Gm32764	Gm32764
XR_875111.1	Gm32764	Gm32764
XR_383914.3	Gm32764	Gm32764
XR_875109.2	Gm32764	Gm32764
XR_875113.3	Gm32764	Gm32764
NM_018755.2	Cpq	Cpq
NM_176073.4	Cpq	Cpq
NR_033608.1	1700084J12Rik	1700084J12Rik
NR_045070.1	4930592A05Rik	4930592A05Rik
XR_004938891.1	Gm53872	Gm53872
NM_001085421.1	Tspyl5	Tspyl5
XR_875114.2	Gm41290	Gm41290
XM_011245387.4	Gm41291	Gm41291
XM_006520151.3	Mtdh	Mtdh
XM_017316729.3	Mtdh	Mtdh
XM_006520152.3	Mtdh	Mtdh
XM_006520149.3	Mtdh	Mtdh
XM_017316731.3	Mtdh	Mtdh
XM_017316728.3	Mtdh	Mtdh
